session_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,auth_success,label,anomaly_type
1b090bc4,user_0010,user,2026-06-03 09:37:46.000000,121.23.199.177,NG/Lagos,file_server_2,certificate,213.2151117799753,"[""write_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""28:6b:88:24:57:7d""}",True,normal,none
bc9167dc,user_0060,user,2026-06-03 09:37:51.000000,222.65.189.145,US/Chicago,email_server,token,978.9728130773636,"[""login""]","{""os"": ""Ubuntu22.04"", ""mac"": ""de:7f:88:51:37:c3""}",True,normal,none
2d8638b8,user_0091,user,2026-06-03 09:41:27.000000,223.95.117.105,BR/Sao Paulo,plc_endpoint,token,1296.951238296701,"[""download""]","{""os"": ""macOS14"", ""mac"": ""dc:c9:0d:2a:db:45""}",True,normal,none
427fae1c,user_0015,user,2026-06-03 09:43:07.000000,126.183.162.107,US/San Francisco,billing_db,certificate,714.384960542898,"[""login""]","{""os"": ""Windows11"", ""mac"": ""22:86:db:cc:b9:70""}",True,normal,none
84c74c3e,svc_0004,service_account,2026-06-03 09:45:02.000000,186.104.187.161,CN/Shanghai,crm_api,certificate,632.0125858674716,"[""list_dir"", ""read_file"", ""login""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""28:32:6a:6c:87:29""}",True,normal,none
4895c265,svc_0008,service_account,2026-06-03 09:48:47.000000,7.76.180.81,CN/Shanghai,vpn_gateway,biometric,1111.984169596315,"[""login"", ""download"", ""write_file""]","{""os"": ""macOS14"", ""mac"": ""e8:65:d9:3a:73:4c""}",True,normal,none
544040cb,user_0036,user,2026-06-03 09:51:06.000000,66.10.31.252,GB/London,admin_console,biometric,5.0,"[""upload""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""f8:26:e2:32:19:07""}",True,normal,none
cdabf364,user_0026,user,2026-06-03 09:51:22.000000,4.51.248.63,RU/Moscow,hr_portal,biometric,256.1909401715631,"[""read_file"", ""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""1e:9f:cc:bf:e0:e7""}",True,normal,none
1118c382,svc_0011,service_account,2026-06-03 09:51:25.000000,63.79.33.37,RU/Moscow,backup_service,biometric,183.50729766601313,"[""upload"", ""write_file"", ""read_file""]","{""os"": ""Windows11"", ""mac"": ""14:9b:ce:8b:fc:e0""}",True,normal,none
d3475076,user_0044,user,2026-06-03 09:52:32.000000,58.94.99.86,RU/Moscow,backup_service,certificate,1237.1234840237612,"[""list_dir""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""34:14:29:d6:a1:85""}",True,normal,none
ba290d1c,user_0088,user,2026-06-03 09:53:56.000000,88.164.10.128,IN/Bengaluru,hr_portal,token,1621.0721028484631,"[""download"", ""read_file""]","{""os"": ""Windows11"", ""mac"": ""44:c7:d6:70:f9:70""}",True,normal,none
2949489d,user_0003,user,2026-06-03 09:54:49.000000,203.61.100.92,US/Chicago,admin_console,token,1781.1965965758084,"[""download"", ""login""]","{""os"": ""macOS14"", ""mac"": ""56:e5:8e:03:51:d8""}",True,normal,none
8946dee5,user_0104,user,2026-06-03 09:55:04.000000,9.129.199.48,DE/Berlin,customer_records,biometric,917.8421092323226,"[""upload"", ""list_dir""]","{""os"": ""macOS14"", ""mac"": ""52:8a:f7:ee:df:89""}",True,normal,none
43f1088e,user_0029,user,2026-06-03 09:55:47.000000,215.116.162.213,SG/Singapore,network_switch_cfg,certificate,287.86083826031575,"[""upload""]","{""os"": ""Windows11"", ""mac"": ""46:22:10:a9:24:79""}",True,normal,none
8644b514,user_0022,user,2026-06-03 09:57:35.000000,22.93.203.210,IN/Mumbai,file_server_1,token,408.59197476360197,"[""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""e0:a5:fa:09:39:b9""}",True,normal,none
23a9e774,dev_0017,edge_device,2026-06-03 09:59:01.000000,218.3.20.11,IN/Bengaluru,file_server_2,password,637.015107640927,"[""write_file"", ""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""fc:93:50:25:e2:b0""}",True,normal,none
4f8d7cd1,user_0043,user,2026-06-03 10:01:02.000000,129.96.107.186,BR/Sao Paulo,backup_service,certificate,401.57528420297547,"[""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""94:22:78:ce:3d:7e""}",True,normal,none
36b2a4fa,user_0054,user,2026-06-03 10:02:04.000000,147.121.44.222,SG/Singapore,crm_api,password,721.762969349905,"[""upload""]","{""os"": ""Ubuntu22.04"", ""mac"": ""1c:86:52:e2:da:04""}",True,normal,none
57f5f7ab,user_0002,user,2026-06-03 10:02:37.000000,38.6.132.94,BR/Sao Paulo,billing_db,token,1333.0939929232147,"[""download"", ""list_dir"", ""upload""]","{""os"": ""Ubuntu22.04"", ""mac"": ""38:6f:77:0d:65:d6""}",True,normal,none
a27e3cca,user_0118,user,2026-06-03 10:06:09.000000,72.90.218.197,RU/Moscow,payment_gateway,token,703.5374221232694,"[""download"", ""login""]","{""os"": ""Windows11"", ""mac"": ""78:40:fb:34:06:91""}",True,normal,none
57d2859d,dev_0005,edge_device,2026-06-03 10:06:16.000000,27.203.240.137,BR/Sao Paulo,dns_service,biometric,1201.0482399625726,"[""list_dir""]","{""os"": ""Windows11"", ""mac"": ""f6:f2:c3:c5:4d:fd""}",True,normal,none
91032ea0,dev_0028,edge_device,2026-06-03 10:06:50.000000,175.202.71.237,US/Chicago,backup_service,biometric,678.1995683846557,"[""download""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""02:73:cb:bb:2e:ca""}",True,normal,none
a641fbb9,user_0033,user,2026-06-03 10:07:04.000000,6.229.29.230,US/San Francisco,payment_gateway,biometric,142.68507306187172,"[""upload"", ""read_file""]","{""os"": ""macOS14"", ""mac"": ""cc:1b:32:1f:ce:ad""}",True,normal,none
000a55c4,dev_0019,edge_device,2026-06-03 10:07:11.000000,140.54.68.49,RU/Moscow,email_server,biometric,73.86286115681065,"[""read_file""]","{""os"": ""macOS14"", ""mac"": ""92:c4:f7:36:79:c3""}",True,normal,none
cbe0d960,user_0066,user,2026-06-03 10:09:12.000000,10.106.117.150,SG/Singapore,customer_records,token,1045.3745726507395,"[""write_file""]","{""os"": ""Windows11"", ""mac"": ""40:a0:df:3b:c5:61""}",True,normal,none
05b328a0,user_0060,user,2026-06-03 10:09:15.000000,84.119.160.163,US/Chicago,email_server,token,1399.856995657729,"[""download"", ""write_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""de:7f:88:51:37:c3""}",True,normal,none
b6579c2e,user_0075,user,2026-06-03 10:09:30.000000,205.196.50.109,US/San Francisco,billing_db,biometric,310.158004618115,"[""write_file"", ""list_dir"", ""login""]","{""os"": ""Ubuntu22.04"", ""mac"": ""fa:65:4b:0c:17:7d""}",True,normal,none
fa404b35,dev_0029,edge_device,2026-06-03 10:11:01.000000,25.117.232.31,CN/Shanghai,admin_console,biometric,1926.6783492659733,"[""read_file"", ""list_dir""]","{""os"": ""Ubuntu22.04"", ""mac"": ""94:87:3f:e8:bc:86""}",True,normal,none
896acb3c,dev_0026,edge_device,2026-06-03 10:13:05.000000,176.255.47.156,NG/Lagos,admin_console,biometric,627.2569254166951,"[""list_dir""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""be:8b:54:83:f6:97""}",True,normal,none
e32d481f,svc_0013,service_account,2026-06-03 10:13:33.000000,213.141.169.186,RU/Moscow,crm_api,password,897.17977236093,"[""download"", ""login""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""78:75:0a:89:14:59""}",True,normal,none
ebc1f489,dev_0022,edge_device,2026-06-03 10:15:17.000000,32.250.237.189,US/New York,admin_console,certificate,1752.2087927227064,"[""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""a0:b4:70:61:80:46""}",True,normal,none
71cb1f51,user_0052,user,2026-06-03 10:17:16.000000,111.172.20.70,US/San Francisco,backup_service,token,1126.0026297538898,"[""list_dir"", ""login"", ""write_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""d4:fa:80:1a:2f:d8""}",True,normal,none
bd94eecf,svc_0019,service_account,2026-06-03 10:17:29.000000,83.108.51.244,RU/Moscow,customer_records,biometric,1417.9524700033298,"[""write_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""c2:1b:60:b9:ff:e2""}",True,normal,none
f4b7abe7,dev_0033,edge_device,2026-06-03 10:18:29.000000,59.170.40.249,DE/Berlin,admin_console,password,1756.4645354190882,"[""write_file"", ""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""62:fc:3b:31:78:45""}",True,normal,none
25b73577,dev_0037,edge_device,2026-06-03 10:19:03.000000,123.136.127.60,GB/London,plc_endpoint,certificate,903.1279125694083,"[""list_dir"", ""read_file""]","{""os"": ""Windows11"", ""mac"": ""64:b9:32:bc:b7:1f""}",True,normal,none
91e452cc,user_0038,user,2026-06-03 10:19:30.000000,216.50.46.170,IN/Mumbai,file_server_2,biometric,1202.8916070710115,"[""download"", ""upload"", ""list_dir""]","{""os"": ""Windows11"", ""mac"": ""00:6d:cd:1e:54:c2""}",True,normal,none
9bd65ab2,user_0094,user,2026-06-03 10:19:48.000000,116.71.154.102,RU/Moscow,dns_service,biometric,581.471919490362,"[""login""]","{""os"": ""Windows11"", ""mac"": ""be:d7:81:29:f0:09""}",True,normal,none
f70195fe,user_0072,user,2026-06-03 10:20:33.000000,27.109.106.84,IN/Bengaluru,crm_api,password,759.0016595794064,"[""write_file"", ""list_dir""]","{""os"": ""WindowsXP"", ""mac"": ""c6:83:6e:4c:d8:38""}",True,anomaly,device_spoofing
3d765f01,user_0018,user,2026-06-03 10:23:09.000000,105.23.193.196,IN/Mumbai,payment_gateway,token,1596.5298734772446,"[""login""]","{""os"": ""Ubuntu22.04"", ""mac"": ""c4:ef:80:05:3a:88""}",True,normal,none
7a533570,user_0093,user,2026-06-03 10:25:10.000000,156.21.34.252,US/Chicago,backup_service,biometric,1536.5082155324017,"[""login""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""46:6c:e8:a7:ac:c2""}",True,normal,none
523e9443,user_0105,user,2026-06-03 10:25:30.000000,212.103.108.38,CN/Shanghai,email_server,biometric,1298.5276783066197,"[""upload"", ""download"", ""write_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""c0:7d:2c:8e:e6:7c""}",True,normal,none
d503a9a6,svc_0006,service_account,2026-06-03 10:25:33.000000,24.132.133.86,DE/Berlin,file_server_1,certificate,162.88601527647234,"[""login""]","{""os"": ""Windows11"", ""mac"": ""48:e6:f0:95:10:76""}",True,normal,none
dc2270de,user_0027,user,2026-06-03 10:26:41.000000,148.48.60.248,DE/Berlin,vpn_gateway,password,704.024328974023,"[""download"", ""upload""]","{""os"": ""Windows11"", ""mac"": ""96:7e:73:20:ad:0a""}",True,normal,none
82a86e3b,user_0011,user,2026-06-03 10:27:49.000000,18.160.184.232,US/Chicago,backup_service,token,974.2977349097763,"[""read_file"", ""upload"", ""write_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""d6:ec:c2:8a:70:a6""}",True,normal,none
71d97e3f,svc_0001,service_account,2026-06-03 10:28:14.000000,144.8.39.27,SG/Singapore,network_switch_cfg,certificate,1551.3186175733306,"[""list_dir""]","{""os"": ""Ubuntu22.04"", ""mac"": ""3e:1b:4d:4c:9b:2b""}",True,normal,none
3e88006e,dev_0013,edge_device,2026-06-03 10:28:40.000000,31.38.57.234,DE/Berlin,network_switch_cfg,password,852.3151128313741,"[""list_dir"", ""read_file"", ""login""]","{""os"": ""Windows11"", ""mac"": ""90:bf:dc:4a:7d:d2""}",True,normal,none
06108127,svc_0005,service_account,2026-06-03 10:28:49.000000,120.46.59.204,NG/Lagos,file_server_2,token,466.70085004315683,"[""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""68:7a:58:26:50:01""}",True,normal,none
dc6866d1,user_0103,user,2026-06-03 10:29:37.000000,31.75.55.115,US/San Francisco,crm_api,biometric,995.1433810918079,"[""upload""]","{""os"": ""macOS14"", ""mac"": ""ba:b9:eb:4e:de:5a""}",True,normal,none
8a2b1ca8,dev_0004,edge_device,2026-06-03 10:30:34.000000,79.135.25.186,GB/London,payment_gateway,password,635.1764996881254,"[""write_file"", ""login"", ""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""be:c4:77:d2:16:a2""}",True,normal,none
d915f64d,user_0080,user,2026-06-03 10:31:42.000000,150.211.59.144,CN/Shanghai,hr_portal,token,1274.7177430002282,"[""read_file""]","{""os"": ""macOS14"", ""mac"": ""e4:ed:a2:e2:da:e4""}",True,normal,none
044e61d1,user_0024,user,2026-06-03 10:31:48.000000,63.200.81.166,DE/Berlin,file_server_1,biometric,1461.2187368253042,"[""download"", ""read_file""]","{""os"": ""Windows11"", ""mac"": ""f2:f8:23:40:41:f3""}",True,normal,none
871c485a,user_0020,user,2026-06-03 10:32:11.000000,169.154.168.182,IN/Mumbai,customer_records,token,434.62948586177623,"[""download"", ""upload"", ""write_file""]","{""os"": ""Windows11"", ""mac"": ""d6:01:86:5b:36:98""}",True,normal,none
5c1030b6,user_0107,user,2026-06-03 10:32:14.000000,211.230.122.102,CN/Shanghai,admin_console,password,1522.4591078098692,"[""login"", ""upload""]","{""os"": ""macOS14"", ""mac"": ""cc:a6:5d:f9:6c:b5""}",True,normal,none
7b6d1dff,user_0006,user,2026-06-03 10:32:57.000000,185.226.99.151,US/San Francisco,file_server_1,biometric,704.0271070636376,"[""write_file""]","{""os"": ""macOS14"", ""mac"": ""8c:16:eb:3f:c1:28""}",True,normal,none
5399557e,user_0095,user,2026-06-03 10:33:15.000000,38.51.151.96,DE/Berlin,billing_db,token,1319.2145705052985,"[""list_dir"", ""upload""]","{""os"": ""Windows11"", ""mac"": ""c0:1a:b3:72:23:14""}",True,normal,none
57786f1d,svc_0009,service_account,2026-06-03 10:33:33.000000,136.76.207.97,IN/Mumbai,backup_service,token,1519.6828514941442,"[""read_file""]","{""os"": ""Windows11"", ""mac"": ""ca:88:48:24:1e:54""}",True,normal,none
c425e98d,svc_0024,service_account,2026-06-03 10:33:50.000000,104.183.75.112,SG/Singapore,payment_gateway,biometric,581.1599248809785,"[""download""]","{""os"": ""macOS14"", ""mac"": ""62:f7:f1:7c:e9:4a""}",True,normal,none
41cbea8d,user_0049,user,2026-06-03 10:35:01.000000,221.27.169.219,SG/Singapore,email_server,token,1008.2535310880799,"[""write_file"", ""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""f0:e0:9a:04:99:35""}",True,normal,none
5701f1a0,user_0036,user,2026-06-03 10:35:04.000000,49.255.93.138,GB/London,file_server_2,biometric,5.0,"[""login"", ""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""f8:26:e2:32:19:07""}",True,normal,none
7664f35f,user_0119,user,2026-06-03 10:36:09.000000,69.189.130.177,BR/Sao Paulo,hr_portal,certificate,5.0,"[""upload"", ""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""40:f5:e1:ae:5e:1a""}",True,normal,none
1fbcd263,user_0054,user,2026-06-03 10:36:12.000000,191.41.95.24,SG/Singapore,crm_api,password,1182.8450622802575,"[""list_dir""]","{""os"": ""Ubuntu22.04"", ""mac"": ""1c:86:52:e2:da:04""}",True,normal,none
157e2cc1,user_0084,user,2026-06-03 10:36:43.000000,183.164.104.205,US/New York,crm_api,token,991.8245405065547,"[""download"", ""read_file"", ""login""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""b0:29:46:4d:76:c4""}",True,normal,none
1afa9a21,user_0066,user,2026-06-03 10:38:24.000000,163.202.9.131,SG/Singapore,email_server,token,1167.6140392410646,"[""login"", ""list_dir""]","{""os"": ""Windows11"", ""mac"": ""40:a0:df:3b:c5:61""}",True,normal,none
ea1df637,user_0079,user,2026-06-03 10:39:04.000000,68.183.243.103,DE/Berlin,email_server,biometric,5.0,"[""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""22:ed:19:7f:3e:e9""}",True,normal,none
a100c934,dev_0028,edge_device,2026-06-03 10:41:42.000000,117.154.53.39,US/Chicago,backup_service,biometric,751.8077399502046,"[""login""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""02:73:cb:bb:2e:ca""}",True,normal,none
15bfb8fb,user_0005,user,2026-06-03 10:42:28.000000,122.101.51.139,RU/Moscow,billing_db,token,1267.8996425211308,"[""list_dir"", ""write_file"", ""login""]","{""os"": ""Ubuntu22.04"", ""mac"": ""ce:c2:31:b7:b0:87""}",True,normal,none
5708abe9,user_0116,user,2026-06-03 10:42:38.000000,1.58.207.152,DE/Berlin,hr_portal,certificate,1456.0140557683546,"[""write_file"", ""read_file"", ""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""b4:74:b8:5b:9a:07""}",True,normal,none
39c05d0d,dev_0018,edge_device,2026-06-03 10:43:18.000000,134.196.197.151,BR/Sao Paulo,crm_api,password,86.04879614714227,"[""list_dir"", ""read_file"", ""upload""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""32:99:d9:80:e9:9a""}",True,normal,none
266c33bb,user_0030,user,2026-06-03 10:43:44.000000,144.151.91.102,IN/Bengaluru,hr_portal,token,770.2689744279019,"[""login""]","{""os"": ""Ubuntu22.04"", ""mac"": ""c8:f8:6d:43:f2:7c""}",True,normal,none
a797fa49,dev_0014,edge_device,2026-06-03 10:44:45.000000,149.120.137.204,GB/London,hr_portal,token,1456.410595370833,"[""write_file""]","{""os"": ""Windows11"", ""mac"": ""9e:5c:57:59:28:c3""}",True,normal,none
5cbb9a53,user_0099,user,2026-06-03 10:45:59.000000,179.185.211.191,NG/Lagos,dns_service,password,1235.7553502016244,"[""download"", ""write_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""64:9f:37:0d:9f:c0""}",True,normal,none
a52a7cdc,user_0068,user,2026-06-03 10:46:14.000000,216.129.111.131,US/San Francisco,network_switch_cfg,token,1454.1977424309694,"[""login"", ""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""80:23:a9:a0:3f:99""}",True,normal,none
3dacada8,dev_0001,edge_device,2026-06-03 10:48:17.000000,127.225.226.154,US/Chicago,payment_gateway,password,165.72795672114145,"[""read_file"", ""login""]","{""os"": ""Ubuntu22.04"", ""mac"": ""dc:88:01:90:98:fa""}",True,normal,none
885477e2,user_0101,user,2026-06-03 10:48:19.000000,26.19.42.253,US/Chicago,vpn_gateway,token,1141.6490095944052,"[""login"", ""read_file"", ""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""10:3d:15:b1:db:bd""}",True,normal,none
7f5552da,user_0031,user,2026-06-03 10:49:15.000000,220.247.224.107,RU/Moscow,hr_portal,password,1622.835686010368,"[""read_file"", ""download""]","{""os"": ""Windows11"", ""mac"": ""a8:f2:d0:61:30:31""}",True,normal,none
3793d4be,dev_0023,edge_device,2026-06-03 10:50:38.000000,218.224.1.48,US/Chicago,backup_service,password,1288.8224912525106,"[""list_dir""]","{""os"": ""Windows11"", ""mac"": ""94:31:14:9e:e1:11""}",True,normal,none
263e9dde,dev_0009,edge_device,2026-06-03 10:51:04.000000,22.145.177.116,GB/London,file_server_2,token,698.6176526588124,"[""list_dir"", ""login"", ""upload""]","{""os"": ""Ubuntu22.04"", ""mac"": ""9e:a8:c2:a2:f9:12""}",True,normal,none
baa7de7d,svc_0007,service_account,2026-06-03 10:51:05.000000,195.164.235.43,DE/Berlin,plc_endpoint,password,1132.7727650187792,"[""login"", ""upload""]","{""os"": ""macOS14"", ""mac"": ""c8:90:e8:24:77:87""}",True,normal,none
f96e379d,dev_0021,edge_device,2026-06-03 10:51:52.000000,219.232.195.231,US/San Francisco,admin_console,certificate,1480.7381631277692,"[""read_file"", ""login"", ""list_dir""]","{""os"": ""Windows11"", ""mac"": ""9a:04:19:fe:92:75""}",True,normal,none
a800366a,user_0079,user,2026-06-03 10:54:23.000000,140.54.214.122,DE/Berlin,crm_api,biometric,426.4459793056999,"[""list_dir"", ""download""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""22:ed:19:7f:3e:e9""}",True,normal,none
b99ff467,user_0109,user,2026-06-03 10:55:49.000000,200.238.62.124,IN/Bengaluru,hr_portal,biometric,503.4473424198464,"[""write_file""]","{""os"": ""Windows11"", ""mac"": ""8e:61:2b:7b:d0:fa""}",True,normal,none
4aa39f94,dev_0027,edge_device,2026-06-03 10:55:49.000000,173.45.59.29,BR/Sao Paulo,email_server,certificate,545.4486591007139,"[""login"", ""read_file""]","{""os"": ""macOS14"", ""mac"": ""c0:ad:3a:ef:26:48""}",True,normal,none
c804c150,dev_0037,edge_device,2026-06-03 10:56:32.000000,152.148.58.157,GB/London,vpn_gateway,certificate,438.2998923918882,"[""login""]","{""os"": ""Windows11"", ""mac"": ""64:b9:32:bc:b7:1f""}",True,normal,none
df45fff1,user_0056,user,2026-06-03 10:58:22.000000,188.30.220.21,US/New York,email_server,biometric,374.6833195038044,"[""upload""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""e6:41:15:9d:ba:14""}",True,normal,none
35f07228,user_0059,user,2026-06-03 10:59:40.000000,87.159.219.157,CN/Shanghai,admin_console,password,24.347827778558724,"[""read_file"", ""download"", ""write_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""cc:d3:0c:5b:aa:d2""}",True,normal,none
60a1f062,user_0052,user,2026-06-03 11:01:57.000000,7.250.163.232,US/San Francisco,file_server_2,token,1284.5389457771078,"[""upload""]","{""os"": ""Ubuntu22.04"", ""mac"": ""d4:fa:80:1a:2f:d8""}",True,normal,none
00caf269,svc_0019,service_account,2026-06-03 11:02:41.000000,37.107.135.75,RU/Moscow,hr_portal,biometric,885.3802776910898,"[""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""c2:1b:60:b9:ff:e2""}",True,normal,none
ad4f7b2c,user_0103,user,2026-06-03 11:03:21.000000,82.122.246.112,US/San Francisco,customer_records,biometric,1101.9856327438417,"[""upload""]","{""os"": ""macOS14"", ""mac"": ""ba:b9:eb:4e:de:5a""}",True,normal,none
8e4b6465,user_0060,user,2026-06-03 11:03:44.000000,33.164.117.182,US/Chicago,hr_portal,token,900.0429098631921,"[""read_file"", ""upload"", ""list_dir""]","{""os"": ""Ubuntu22.04"", ""mac"": ""de:7f:88:51:37:c3""}",True,normal,none
62cc1406,user_0115,user,2026-06-03 11:05:26.000000,149.147.137.64,SG/Singapore,hr_portal,biometric,1110.9343242665589,"[""upload""]","{""os"": ""macOS14"", ""mac"": ""4a:f7:8d:90:33:63""}",True,normal,none
48b35629,user_0007,user,2026-06-03 11:05:34.000000,47.99.55.196,RU/Moscow,file_server_1,token,2105.1414828812094,"[""write_file""]","{""os"": ""macOS14"", ""mac"": ""a8:96:b9:62:23:17""}",True,normal,none
739e1ce4,user_0073,user,2026-06-03 11:07:53.000000,96.202.201.57,IN/Bengaluru,crm_api,password,1435.3733909174216,"[""list_dir"", ""login"", ""read_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""82:6d:f2:56:2b:91""}",True,normal,none
af781d36,svc_0007,service_account,2026-06-03 11:08:01.000000,171.12.15.22,DE/Berlin,plc_endpoint,password,1282.5325453896644,"[""upload""]","{""os"": ""macOS14"", ""mac"": ""c8:90:e8:24:77:87""}",True,normal,none
b003fedc,dev_0014,edge_device,2026-06-03 11:09:05.000000,76.232.55.84,GB/London,file_server_2,token,1364.2981190577536,"[""login""]","{""os"": ""Windows11"", ""mac"": ""9e:5c:57:59:28:c3""}",True,normal,none
50894f2f,user_0014,user,2026-06-03 11:09:34.000000,217.20.65.139,IN/Mumbai,plc_endpoint,token,861.6089432116851,"[""write_file""]","{""os"": ""Windows11"", ""mac"": ""be:ea:49:87:47:7e""}",True,normal,none
87564240,user_0000,user,2026-06-03 11:09:52.000000,197.20.186.103,NG/Lagos,backup_service,certificate,1430.8686850082418,"[""upload"", ""list_dir"", ""download""]","{""os"": ""Windows11"", ""mac"": ""22:39:0c:8c:7d:72""}",True,normal,none
ffc3266d,svc_0006,service_account,2026-06-03 11:11:54.000000,144.245.202.233,DE/Berlin,file_server_1,certificate,5.0,"[""download""]","{""os"": ""Windows11"", ""mac"": ""48:e6:f0:95:10:76""}",True,normal,none
1abf4a07,user_0115,user,2026-06-03 11:12:03.000000,55.198.98.212,SG/Singapore,hr_portal,biometric,1185.3709715109098,"[""write_file"", ""read_file""]","{""os"": ""macOS14"", ""mac"": ""4a:f7:8d:90:33:63""}",True,normal,none
88054708,user_0041,user,2026-06-03 11:13:24.000000,216.97.249.65,RU/Moscow,customer_records,password,1321.2895466806772,"[""upload""]","{""os"": ""Windows11"", ""mac"": ""94:1d:1f:a0:1d:19""}",True,normal,none
f9df0549,user_0008,user,2026-06-03 11:13:46.000000,213.161.230.79,CN/Shanghai,billing_db,certificate,1031.8509399824407,"[""list_dir"", ""upload"", ""login""]","{""os"": ""macOS14"", ""mac"": ""60:74:94:28:77:33""}",True,normal,none
6afd3473,user_0065,user,2026-06-03 11:13:58.000000,67.116.122.15,NG/Lagos,crm_api,certificate,1556.514340306303,"[""login""]","{""os"": ""macOS14"", ""mac"": ""ba:87:13:37:de:b0""}",True,normal,none
37476200,user_0090,user,2026-06-03 11:14:28.000000,109.45.223.66,US/San Francisco,plc_endpoint,token,1902.3961570415245,"[""write_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""e8:cf:54:ef:41:0d""}",True,normal,none
d39f8ab0,user_0013,user,2026-06-03 11:15:29.000000,190.77.169.19,NG/Lagos,plc_endpoint,certificate,1364.612235266079,"[""download"", ""write_file"", ""list_dir""]","{""os"": ""macOS14"", ""mac"": ""64:21:6c:a1:6c:ff""}",True,normal,none
16ec9704,user_0054,user,2026-06-03 11:16:21.000000,159.36.79.150,SG/Singapore,backup_service,password,876.9438323454604,"[""write_file"", ""login"", ""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""1c:86:52:e2:da:04""}",True,normal,none
8e9997b9,user_0050,user,2026-06-03 11:18:30.000000,123.87.10.151,BR/Sao Paulo,admin_console,biometric,1490.736199810133,"[""list_dir"", ""download""]","{""os"": ""macOS14"", ""mac"": ""44:44:87:3b:36:4f""}",True,normal,none
c406476f,user_0097,user,2026-06-03 11:19:17.000000,37.100.47.158,SG/Singapore,email_server,certificate,1788.1065220817609,"[""list_dir"", ""read_file""]","{""os"": ""Windows11"", ""mac"": ""b2:40:f2:3a:6f:ee""}",True,normal,none
8ca8f463,user_0099,user,2026-06-03 11:19:25.000000,152.153.131.28,NG/Lagos,admin_console,password,1221.3859857242069,"[""read_file"", ""upload"", ""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""64:9f:37:0d:9f:c0""}",True,normal,none
fb32d521,dev_0014,edge_device,2026-06-03 11:20:23.000000,55.214.243.187,GB/London,admin_console,token,1547.0449397967725,"[""read_file""]","{""os"": ""Windows11"", ""mac"": ""9e:5c:57:59:28:c3""}",True,normal,none
951d57b4,user_0080,user,2026-06-03 11:20:37.000000,3.155.70.82,CN/Shanghai,plc_endpoint,token,1617.0328938530577,"[""read_file"", ""upload""]","{""os"": ""macOS14"", ""mac"": ""e4:ed:a2:e2:da:e4""}",True,normal,none
4d8dd8d6,user_0057,user,2026-06-03 11:20:48.000000,81.97.116.151,US/New York,file_server_2,certificate,729.0928496109121,"[""upload""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""c6:b7:6b:7f:34:b5""}",True,normal,none
73083fed,user_0009,user,2026-06-03 11:21:03.000000,91.71.233.197,RU/Moscow,network_switch_cfg,certificate,114.50270891526674,"[""upload""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""5a:8e:e8:ba:53:bd""}",True,normal,none
